time,signal,channel
0.0597,0.020294,2
0.0598,-0.107269,2
0.0599,-0.114136,2
0.06,-0.166779,2
0.0601,-0.17334,2
0.0602,0.046539,2
0.0603,0.273438,2
0.0604,0.162354,2
0.0605,-0.585175,2
0.0606,-0.87265,2
0.0607,-0.775757,2
0.0608,-0.317841,2
0.0609,-0.455933,2
0.061,-0.232849,2
0.0611,-0.004883,2
0.0612,-0.392303,2
0.0613,0.285034,2
0.0614,-0.579987,2
0.0615,-0.164642,2
0.0616,0.153046,2
0.0617,0.185242,2
0.0618,-0.453644,2
0.0619,-0.327606,2
0.062,-0.513306,2
0.0621,-0.220947,2
0.0622,-0.698242,2
0.0623,-0.305481,2
0.0624,-0.509491,2
0.0625,-0.819092,2
0.0626,-0.619659,2
0.0627,-0.649872,2
0.0628,0.211334,2
0.0629,-0.351715,2
0.063,-0.635071,2
0.0631,-0.260925,2
0.0632,-0.016479,2
0.0633,-0.223694,2
0.0634,-0.00824,2
0.0635,0.111237,2
0.0636,-0.12085,2
0.0637,-0.584564,2
0.0638,-0.570221,2
0.0639,-0.263062,2
0.064,-0.233154,2
0.0641,0.046997,2
0.0642,-0.996399,2
0.0643,-0.050964,2
0.0644,0.760956,3
0.0645,-0.377502,2
0.0646,-0.398407,2
0.0647,-0.636444,2
0.0648,1.023712,3
0.0649,0.469055,3
0.065,0.749359,3
0.0651,1.206818,3
0.0652,0.830994,3
0.0653,1.213379,3
0.0654,0.951385,3
0.0655,1.124115,3
0.0656,1.274872,3
0.0657,0.320435,3
0.0658,1.031189,3
0.0659,1.48407,3
0.066,0.590363,3
0.0661,1.130829,3
0.0662,0.785828,3
0.0663,0.722046,3
0.0664,1.249847,3
0.0665,0.549316,3
0.0666,1.089935,3
0.0667,1.017761,3
0.0668,0.960846,3
0.0669,0.947723,3
0.067,0.930023,3
0.0671,1.046143,3
0.0672,0.464783,3
0.0673,1.253662,3
0.0674,1.320648,3
0.0675,0.685272,3
0.0676,0.642853,3
0.0677,0.723267,3
0.0678,0.631714,3
0.0679,1.260986,3
0.068,0.966949,3
0.0681,0.514374,3
0.0682,1.246643,3
0.0683,1.068115,3
0.0684,1.165619,3
0.0685,0.829773,3
0.0686,1.42395,3
0.0687,0.800934,3
0.0688,1.094055,3
0.0689,0.713043,3
0.069,0.818939,3
0.0691,0.803833,3
0.0692,0.688782,3
0.0693,0.435944,3
0.0694,0.900421,3
0.0695,0.498352,3
0.0696,0.805511,3
0.0697,0.994568,3
0.0698,0.930481,3
0.0699,1.396637,3
0.07,1.010742,3
0.0701,0.941467,3
0.0702,1.110687,3
0.0703,0.590973,3
0.0704,1.208344,3
0.0705,0.896149,3
0.0706,1.175385,3
0.0707,0.838318,3
0.0708,1.283569,3
0.0709,0.900726,3
0.071,1.201935,3
0.0711,1.086731,3
0.0712,0.650177,3
0.0713,1.513672,3
0.0714,0.871429,3
0.0715,0.880585,3
0.0716,1.386261,3
0.0717,1.134338,3
0.0718,0.899811,3
0.0719,0.928802,3
0.072,1.32843,3
0.0721,1.117401,3
0.0722,0.38147,3
0.0723,1.513214,3
0.0724,0.934296,3
0.0725,1.010437,3
0.0726,1.381378,3
0.0727,1.106567,3
0.0728,0.66925,3
0.0729,0.916595,3
0.073,0.992126,3
0.0731,0.822754,3
0.0732,0.580292,3
0.0733,1.170044,3
0.0734,0.888824,3
0.0735,0.984344,3
0.0736,1.356659,3
0.0737,1.324615,3
0.0738,0.591431,3
0.0739,0.928497,3
0.074,0.994568,3
0.0741,0.822144,3
0.0742,1.249695,3
0.0743,0.929413,3
0.0744,0.692444,3
0.0745,1.10199,3
0.0746,1.235809,3
0.0747,0.678253,3
0.0748,1.14212,3
0.0749,0.540161,3
0.075,0.348053,3
0.0751,1.584015,3
0.0752,0.457153,3
0.0753,1.043701,3
0.0754,1.017303,3
0.0755,0.645599,3
0.0756,0.92865,3
0.0757,1.185303,3
0.0758,1.03775,3
0.0759,1.082916,3
0.076,1.054077,3
0.0761,1.05423,3
0.0762,0.799866,3
0.0763,0.865021,3
0.0764,1.251373,3
0.0765,1.446075,3
0.0766,0.719452,3
0.0767,1.258392,3
0.0768,1.400146,3
0.0769,0.902405,3
0.077,0.562439,3
0.0771,1.008759,3
0.0772,0.787354,3
0.0773,0.634766,3
0.0774,1.161499,3
0.0775,1.355286,3
0.0776,1.333466,3
0.0777,1.071625,3
0.0778,1.209564,3
0.0779,1.14563,3
0.078,0.882263,3
0.0781,0.544586,3
0.0782,0.774231,3
0.0783,1.417542,3
0.0784,1.035919,3
0.0785,1.229858,3
0.0786,1.027374,3
0.0787,0.862122,3
0.0788,1.098328,3
0.0789,0.971375,3
0.079,1.196442,3
0.0791,1.268463,3
0.0792,0.973511,3
0.0793,1.780701,3
0.0794,1.300812,3
0.0795,0.755157,3
0.0796,0.972748,3
0.0797,0.496216,3
0.0798,0.848541,3
0.0799,1.393585,3
0.08,1.101685,3
0.0801,1.357422,3
0.0802,0.960846,3
0.0803,0.808563,3
0.0804,0.866241,3
0.0805,0.647888,3
0.0806,1.13205,3
0.0807,1.244507,3
0.0808,1.20697,3
0.0809,1.04538,3
0.081,1.141663,3
0.0811,0.967255,3
0.0812,1.286011,3
0.0813,1.31012,3
0.0814,1.264038,3
0.0815,1.243744,3
0.0816,1.029816,3
0.0817,1.006012,3
0.0818,1.356812,3
0.0819,0.918579,3
0.082,0.977631,3
0.0821,0.792847,3
0.0822,1.177063,3
0.0823,1.278687,3
0.0824,0.812683,3
0.0825,0.853577,3
0.0826,0.557251,3
0.0827,0.731964,3
0.0828,1.052246,3
0.0829,0.289917,3
0.083,1.14624,3
0.0831,0.87677,3
0.0832,1.042938,3
0.0833,1.380005,3
0.0834,0.831604,3
0.0835,0.829926,3
0.0836,1.710663,3
0.0837,1.381073,3
0.0838,0.709991,3
0.0839,0.554962,3
0.084,0.353394,3
0.0841,0.793762,3
0.0842,0.553436,3
0.0843,0.811005,3
0.0844,0.889435,3
0.0845,1.220398,3
0.0846,1.154327,3
0.0847,0.638885,3
0.0848,1.268158,3
0.0849,1.107788,3
0.085,0.535736,3
0.0851,1.085663,3
0.0852,0.700836,3
0.0853,1.041718,3
0.0854,1.05011,3
0.0855,0.85144,3
0.0856,1.188354,3
0.0857,0.728149,3
0.0858,0.979767,3
0.0859,0.664215,3
0.086,1.154327,3
0.0861,1.160126,3
0.0862,-0.239868,2
0.0863,0.209045,2
0.0864,-0.166016,2
0.0865,-0.41153,2
0.0866,-0.587158,2
0.0867,1.001587,3
0.0868,-0.234985,2
0.0869,-0.322113,2
0.087,-0.740662,2
0.0871,-0.715179,2
0.0872,-0.575256,2
0.0873,-0.492859,2
0.0874,-0.215302,2
0.0875,-0.258331,2
0.0876,-0.757294,2
0.0877,-0.475769,2
0.0878,-0.184174,2
0.0879,0.084686,2
0.088,1.154785,3
0.0881,-0.069275,2
0.0882,-0.312195,2
0.0883,-0.473175,2
0.0884,0.803833,3
0.0885,0.844269,3
0.0886,0.801849,3
0.0887,0.587006,3
0.0888,1.011658,3
0.0889,1.121979,3
0.089,0.925903,3
0.0891,0.795288,3
0.0892,1.386566,3
0.0893,1.074219,3
0.0894,1.058655,3
0.0895,1.196442,3
0.0896,0.948944,3
0.0897,0.736389,3
0.0898,1.184845,3
0.0899,0.83725,3
0.09,0.383911,3
0.0901,1.05545,3
0.0902,0.477753,3
0.0903,1.170959,3
0.0904,0.596313,3
0.0905,1.037292,3
0.0906,1.443024,3
0.0907,1.153717,3
0.0908,0.709991,3
0.0909,0.988312,3
0.091,0.731964,3
0.0911,0.870209,3
0.0912,-0.346985,2
0.0913,1.111755,3
0.0914,-0.648346,2
0.0915,-0.046692,2
0.0916,-0.787506,2
0.0917,-0.583496,2
0.0918,-1.842651,1
0.0919,-1.601715,1
0.092,-1.555481,1
0.0921,-1.710205,1
0.0922,-1.184082,1
0.0923,-1.572418,1
0.0924,-0.20752,2
0.0925,-0.036774,2
0.0926,-0.482788,2
0.0927,0.888214,3
0.0928,0.010071,2
0.0929,-0.372925,2
0.093,-1.918793,1
0.0931,-0.384369,2
0.0932,-0.818939,2
0.0933,0.069885,2
0.0934,-2.07016,1
0.0935,-0.113373,2
0.0936,0.568237,3
0.0937,1.149139,3
0.0938,0.054626,2
0.0939,0.916901,3
0.094,-0.283203,2
0.0941,0.072479,2
0.0942,-0.4216,2
0.0943,0.910797,3
0.0944,-0.285492,2
0.0945,-0.194855,2
0.0946,-0.169983,2
0.0947,-0.108948,2
0.0948,-0.279999,2
0.0949,1.062164,3
0.095,-0.102234,2
0.0951,-0.504761,2
0.0952,-0.327148,2
0.0953,1.518097,3
0.0954,-0.380096,2
0.0955,-0.518951,2
0.0956,-0.643921,2
0.0957,0.138855,2
0.0958,-0.516205,2
0.0959,0.03952,2
0.096,-0.112152,2
0.0961,-0.529633,2
0.0962,-0.336609,2
0.0963,1.067657,3
0.0964,-0.087433,2
0.0965,-0.325928,2
0.0966,-0.225983,2
0.0967,1.170959,3
0.0968,1.200867,3
0.0969,0.991364,3
0.097,0.851898,3
0.0971,0.808868,3
0.0972,1.471405,3
0.0973,0.760345,3
0.0974,-0.095215,2
0.0975,0.076447,2
0.0976,0.19989,2
0.0977,-0.014648,2
0.0978,0.738983,3
0.0979,-0.281372,2
0.098,1.237793,3
0.0981,-0.500946,2
0.0982,-0.444183,2
0.0983,-0.028992,2
0.0984,-0.845032,2
0.0985,-0.514069,2
0.0986,-0.22522,2
0.0987,-0.403748,2
0.0988,0.92514,3
0.0989,1.293793,3
0.099,-0.353546,2
0.0991,-0.342712,2
0.0992,-0.390015,2
0.0993,-0.387726,2
0.0994,0.697784,3
0.0995,1.143951,3
0.0996,0.692291,3
0.0997,0.926666,3
0.0998,1.478119,3
0.0999,1.511078,3
0.1,0.69046,3
0.1001,0.97229,3
0.1002,0.650024,3
0.1003,0.944061,3
0.1004,0.802307,3
0.1005,-0.38559,2
0.1006,-0.574036,2
0.1007,-0.152283,2
0.1008,-1.633453,1
0.1009,-0.4599,2
0.101,0.232697,2
0.1011,1.343536,3
0.1012,-0.897675,2
0.1013,-0.389709,2
0.1014,-0.234833,2
0.1015,-0.155792,2
0.1016,0.034943,2
0.1017,-0.349884,2
0.1018,-0.487518,2
0.1019,0.896912,3
0.102,-0.12207,2
0.1021,1.056366,3
0.1022,0.778961,3
0.1023,1.105957,3
0.1024,0.823822,3
0.1025,0.06424,3
0.1026,0.926361,3
0.1027,1.274872,3
0.1028,0.547943,3
0.1029,1.220093,3
0.103,1.15799,3
0.1031,0.560608,3
0.1032,-0.304718,2
0.1033,-0.469055,2
0.1034,0.985565,3
0.1035,-0.787201,2
0.1036,-0.005951,2
0.1037,-0.444641,2
0.1038,-0.425415,2
0.1039,-1.057281,2
0.104,-0.767975,2
0.1041,0.894165,3
0.1042,0.63797,3
0.1043,0.920105,3
0.1044,-0.437622,2
0.1045,-0.022583,2
0.1046,0.651703,3
0.1047,0.90683,3
0.1048,-0.61264,2
0.1049,0.469513,3
0.105,-0.549622,2
0.1051,-0.4953,2
0.1052,0.067902,2
0.1053,-0.4422,2
0.1054,0.674744,3
0.1055,0.974884,3
0.1056,0.841522,3
0.1057,-0.033569,2
0.1058,-0.393524,2
0.1059,-0.503998,2
0.106,-0.391235,2
0.1061,-1.781311,1
0.1062,-1.573639,1
0.1063,-0.085449,2
0.1064,-0.479736,2
0.1065,0.208282,2
0.1066,-1.288147,1
0.1067,-1.483002,1
0.1068,-0.743408,2
0.1069,-1.776123,1
0.107,-1.066132,1
0.1071,-1.546478,1
0.1072,-0.181885,2
0.1073,-0.355377,2
0.1074,-0.578613,2
0.1075,0.692139,3
0.1076,-1.041412,1
0.1077,-1.493378,1
0.1078,0.035706,2
0.1079,-0.388641,2
0.108,-0.053406,2
0.1081,-1.359863,1
0.1082,-0.444183,2
0.1083,-0.227356,2
0.1084,-0.611877,2
0.1085,0.007324,2
0.1086,-0.339966,2
0.1087,0.972137,3
0.1088,0.521698,3
0.1089,-0.531921,2
0.109,-1.342163,1
0.1091,-1.752777,1
0.1092,0.164642,2
0.1093,1.165314,3
0.1094,1.182709,3
0.1095,-0.150757,2
0.1096,-1.847534,1
0.1097,-0.11673,2
0.1098,-0.893402,1
0.1099,0.95993,3
0.11,0.729523,3
0.1101,1.186371,3
0.1102,0.892334,3
0.1103,0.433197,3
0.1104,1.141205,3
0.1105,1.114044,3
0.1106,0.691681,3
0.1107,1.009827,3
0.1108,0.850983,3
0.1109,1.252594,3
0.111,0.567627,3
0.1111,1.397247,3
0.1112,0.551605,3
0.1113,0.908356,3
0.1114,0.897522,3
0.1115,1.003265,3
0.1116,0.791779,3
0.1117,0.829773,3
0.1118,0.858917,3
0.1119,0.625305,3
0.112,0.482483,3
0.1121,0.316315,3
0.1122,1.282043,3
0.1123,1.062927,3
0.1124,0.814667,3
0.1125,0.920258,3
0.1126,0.916901,3
0.1127,0.861816,3
0.1128,0.980682,3
0.1129,0.963593,3
0.113,1.101227,3
0.1131,1.071014,3
0.1132,1.104584,3
0.1133,1.275635,3
0.1134,0.856476,3
0.1135,0.567322,3
0.1136,0.299683,3
0.1137,0.856781,3
0.1138,1.183472,3
0.1139,1.344757,3
0.114,1.474762,3
0.1141,0.845947,3
0.1142,1.195679,3
0.1143,0.699615,3
0.1144,0.881042,3
0.1145,0.715637,3
0.1146,1.034546,3
0.1147,0.795135,3
0.1148,1.112823,3
0.1149,1.330109,3
0.115,0.950928,3
0.1151,0.371857,3
0.1152,1.031952,3
0.1153,0.600586,3
